content,content_cutted,label_name,posibility
最后一段音乐有没有纯享版？[吃瓜],音乐 瓜,未知,[0.5 0.5]
我都不知道为什么会有这么多人喷这次剧情，这次剧情简直就是封神级别，人物刻画饱满写实，剧情推进环环相扣，让我深刻明白现实中的点点滴滴，希望米哈游继续推出这样封神的剧情，我也十分喜欢，刚好5.0马上来了，是入坑的好时间，可是现在新人入坑门槛高，怎么解决呢，唉???，刚好我有个成品号练度还不错,人 剧情 剧情 级别 人物 刻画 剧情 现实 剧情 坑 时间 新人 坑 门槛 成品 号练度,剧情_摄像头_角色,[0.0556757 0.9443243]
[笑哭],,未知,[0.5 0.5]
米社,社,未知,[0.5 0.5]
?????,,未知,[0.5 0.5]
养成习惯，先投币,习惯 投币,未知,[0.5 0.5]
什么实力[doge],实力,未知,[0.5 0.5]
U1S1，我散兵好哥哥才是那个ML之神，自己用舒适了还不忘连夜亲自跨国快递给兄弟我送来爽爽~我真tm哭死[给心心][给心心][给心心],散兵 神 跨国 兄弟,原神_散兵_主角,[0.83313211 0.16686789]
为什么不是伞丧失勇者的资格，被剑刺穿。黄毛作为真正认可的勇者出场。,伞 勇者 资格 剑 勇者 出场,原神_散兵_主角,[0.83317538 0.16682462]
黃毛攝像機:我應該在車底?? 不應該在車裡? 看著你們有多甜蜜(唱,機,未知,[0.5 0.5]
咦，up以前不是做攻略视频的吗，发生什么了（虽然我更喜欢现在这种视频风格）,视频 视频 风格,剧情_摄像头_角色,[0.16694392 0.83305608]
纳维亚的帽子怎么换了，米又突破底层代码了,帽子 突破 底层 代码,未知,[0.5 0.5]
幽默黄毛??,,未知,[0.5 0.5]
等等，这开头怎么有种LOL解说的味道了[吃瓜],味道 瓜,未知,[0.5 0.5]
尬黑了，黄毛怎么就是纯摄像头了，他不是来拾破烂（原石）的吗,摄像头 原石,剧情_摄像头_角色,[0.25023129 0.74976871]
我现在愈发肯定米站和米桑确实有py交易了，就像之前水龙王的事，米桑没滑轨之前，骂的视频好像都上不了热门，滑轨之后你这个视频才能上热门。然后昨天热门清一色都是吹剧情的，而这个视频的数据都上不了[蛆音娘_摇头],交易 水 事 滑轨 视频 热门 滑轨 视频 热门 热门 剧情 视频 数据 蛆 音娘,剧情_摄像头_角色,[0.10013577 0.89986423]
"米哈游是

宣发比警车还响，流水比消防车还冲，比小轿车还能装修，商单比邮政车发的还勤，拉人比公交车还勤，最后一看，嚯，比火车还能装。",警车 流水 消防车 小轿车 商单 邮政车 公交车 火车 装,未知,[0.5 0.5]
看看隔壁吧家人们，只能说都是比出来的[鼓掌]，本来可以害行，比完之后更破防了??，我本可以忍受黑暗，为什么要让我见到光明????,人们 光明,未知,[0.5 0.5]
诶，你们这群肯定是连游戏都没玩过就在这云的??，我们O神在米油里可是好评不断，各位不要听他们这些黑子的话，这个夏活版本剧情非常好，诶，如果有新人想入坑的话，正好我这有个满级开服号??,游戏 云 神 油 黑子 版本 剧情 新人 坑,剧情_摄像头_角色,[0.10025369 0.89974631]
看我头像，破大防了。,头像,未知,[0.5 0.5]
希望5.0也能继续保持这种世界级剧情,世界级 剧情,剧情_摄像头_角色,[0.1668847 0.8331153]
你的攻击性再不提高一下我就要攻击你了[傲娇],攻击性,未知,[0.5 0.5]
过完这个我突然觉得兰那罗挺好的……,,未知,[0.5 0.5]
很喜欢端木燕的一句话：以瑟，一瑟，辈瑟,端木 话 辈,未知,[0.5 0.5]
up你吃米粮长大的，现在又反过来黑米心不痛吗[难过],米粮 黑米 心,未知,[0.5 0.5]
啊啊啊啊啊啊啊啊，我的帽宝，我真的好喜欢你啊，好帅啊，这才是真正的勇者啊，愿所有人都不被定义[喜欢][喜欢][喜欢][喜欢],帽宝 勇者 所有人 定义,原神_散兵_主角,[0.71803972 0.28196028]
解斑，阳间？祝你竞技场，每一场都遇到解斑,解斑 阳间 竞技场 解斑,未知,[0.5 0.5]
最后的歌是点睛之笔[给心心],歌,未知,[0.5 0.5]
《水浒传》好就好在一个招安。你品，你细品。是不是如出一辙[吃瓜],水浒传 品 细品 瓜,未知,[0.5 0.5]
我真搞不懂你们这群米黑都在无脑黑什么？4.8剧情怎么了？我散宝那纯洁无暇的心灵你们嫉妒是吗？不就纱了几个路人至于吗，我要为我家散宝抱不平！！ 我作为散厨 我建议纳塔让其他女角色和散兵联动 并且为散兵洗白铺路 那些fvv能和散宝对话应该是他们的荣幸！！！！[大哭][大哭][大哭][大哭],无脑 剧情 宝 心灵 路 人 散宝 厨 建议 角色 散兵 散兵 铺路 散宝 对话,剧情_摄像头_角色,[0.41818877 0.58181123]
感觉原神项目组，除了技术大佬以外的人都是夹带私货的cmg。庙堂之上，朽木为官，殿陛之间，禽兽食禄；狼心狗行之辈，滚滚当道，奴颜婢膝之徒，纷纷秉政。,感觉 原神 项目组 技术 大佬 人 夹带 私货 庙堂之上 殿 陛 禽兽 食禄 徒 秉政,原神_散兵_主角,[0.50524612 0.49475388]
不玩了 但是不妨碍继续骂o的举个手[doge][doge],手,未知,[0.5 0.5]
骂的有点太轻了[OK],有点,未知,[0.5 0.5]
笑死我了，没你事了，放草地上吧[笑哭],事,未知,[0.5 0.5]
"你哪怕抄下辛美尔呢，没有勇者之剑也是堂堂正正的勇者，这才过去几个月，抄都不会？

我就不说上一季那个拿了勇者之剑却啥都不会的小丑勇者了，毕竟要恰饭的嘛

总结

他们就是不想让黄毛有作为",勇者 剑 勇者 勇者 剑 勇者 总结,原神_散兵_主角,[0.89990451 0.10009549]
米哈游是一种宗教??,宗教,未知,[0.5 0.5]
这不皮肤暗示了吗sbzx，散兵之媳嘛[星星眼],皮肤 散兵 媳嘛 星星 眼,原神_散兵_主角,[0.62865127 0.37134873]
绿奴狂喜的一集[笑哭],绿奴,未知,[0.5 0.5]
我做的时候就感觉挺正常的 ，玩的就那样 没啥别的感觉 ，最后一看这些up的视频就觉得有问题 ，正常吗 [笑哭],时候 感觉 感觉 视频 问题,剧情_摄像头_角色,[0.22868335 0.77131665]
怎么热评没了好几个，啥情况，黑糖也开始捂嘴了吗,情况 黑糖,未知,[0.5 0.5]
洗白水平不及火车头一根毛[吃瓜],水平 火车头 瓜,未知,[0.5 0.5]
"能看到原神的剧情蒸蒸日上步步登天，我真是太开心了。

看来堂主不愿意回提瓦特是很明智的选择。

只可惜天天大雨，没有机会带她出去逛街买新衣服。

下大雨，大雨还在下？大棋也能下！

回头我觉得可以麻烦堂主帮我给《大棋还在下》填个词。

整个活搞个这个系列的OP，大家看怎么样？



哈哈哈，她同意了，开工开工！



审核辛苦了，还请大家多多三连哦~",原神 剧情 步步 登天 堂主 大雨 机会 衣服 大雨 大雨 大棋 堂主 大棋 词 活 大家 大家,剧情_摄像头_角色,[0.25028365 0.74971635]
"亲爱的旅行者，

在「欢夏！邪龙?童话国！」? 4.8版本结束后，我们一直关注旅行者关于新版本的讨论，其中也包括这次活动剧情的相关话题。在认真看了旅行者的讨论后，我们非常理解大家的不安和焦虑。非常抱歉这次活动给大家带来了不好的体验。我们也意识到，对于此次上线的活动剧情，无论本意是什么都可能会伤害大家一直以来对原神的喜爱和支持。为此,我们郑重向各位道歉。

开发者的本意是，希望魔神任务中的剧情既不影响活动中的剧情，又能为活动中的剧情提供设定。在这个前提下，使玩家能够较为快速的掌握剧情的发展，同时也希望能让旅行者更自然的切入纳塔的旅程。

因此，在收集和整理了各个渠道的意见、建议后，我们决定在后续的剧情中，增加旅行者的参与感，同时我们也会尽自己最大的努力提供更加优秀的剧情，并为旅行者发放补偿：甜甜花酿鸡*2。

再次向旅行者说一句对不起。非常感谢旅行者对原神的支持和陪伴，正是因为有了旅行者，才能成就如今的原神。在后续的更新中，对于任何已上线的游戏内容相关的决定，我们都会更加谨慎，保障旅行者的游戏体验。[doge][doge][doge]",旅行者 龙 版本 旅行者 版本 活动 剧情 话题 旅行者 大家 活动 大家 体验 意识 上线 活动 剧情 大家 原神 开发者 魔神 任务 剧情 影响 活动 剧情 活动 剧情 前提 玩家 剧情 发展 旅行者 旅程 整理 渠道 意见 建议 剧情 旅行者 参与感 剧情 旅行者 补偿 鸡 旅行者 旅行者 原神 陪伴 旅行者 成就 原神 上线 游戏 内容 旅行者 游戏 体验,剧情_摄像头_角色,[0.37726138 0.62273862]
"大家快用日话写！不然它@原神 一个个翻译太慢了??何が社管を抜けたのか。

あなたも寝るの？

記憶を改竄して罪を償っても、小鬼子が教科書を改めるようなやり方ではないか。???モンド人はデュリンを許すことができる、ローレンスはだめだ????囚人には教育を受ける権利があり、砂漠人にはない??犯罪記録を削除すれば高潔で善良な魂になります。

反対言論を削除すれば世界的文案だ????

囚人には教育を受ける権利があり、砂漠人にはない??

モンド人はデュリンを許すことができる、ローレンスはだめだ??

寡人の罪に顔を刺す者は、その号を封じる??

上書して寡人をいさめる者は，その言葉を禁じる??

市の朝を誹謗したり、人の耳を聞いたりすることができる者は、その貼り紙を削除する??

私は毒舌ですか。本当のことを言っているだけで、受け入れられない人は自分で原因を考えるべきだ

私は毒舌ですか、ただ正直に言っただけで、受け入れられない人は自分で原因が好きなものにはそれぞれ長所があるかもしれないことを反省しなければならないが、みんなが好きではないなら、自分に問題があるのではないかと考えるべきだ。こんなに面白いゲームはあなたたちはどうやっても悪口を言っているのか、ストーリーがこんなにいいのに、もっと多くの人に推薦すべきだ、あなたは彼を遊ばないで、私を遊ばせないのか

こんなに面白いゲームはあなたたちはどうしてすべてののしっていますか、明らかに筋がこんなに良いのに、もっと多くの人に推薦すべきで、あなたは彼を遊ばないで、まさか私に遊ばせますか

こんなに面白いゲームはあなたたちはどうしてすべてののしっていますか、明らかに筋がこんなに良いのに、もっと多くの人に推薦すべきで、あなたは彼を遊ばないで、まさか私に遊ばせますか

こんなに面白いゲームはあなたたちはどうしてすべてののしっていますか、明らかに筋がこんなに良いのに、もっと多くの人に推薦すべきで、あなたは彼を遊ばないで、まさか私に遊ばせますか

記憶を消しさえすれば、エビ

xswl",大家 话 原神 社管 寝 記憶 小鬼子 教科 方 人 囚人 教育 利 砂漠 人 犯罪 魂 世界 文案 囚人 教育 利 砂漠 人 人 寡人 寡人 市 人 耳 毒舌 人 原因 毒舌 人 原因 反省 問題 人 筋 人 筋 人 筋 人 記憶,原神_散兵_主角,[0.68919954 0.31080046]
最后这一段唱歌真是绝了??,唱歌,未知,[0.5 0.5]
"整体而言，这次的剧情设计相当出色。主角作为勇者，形象饱满、勇敢坚韧，表现十分出色。

美中不足的是，有个金发黄毛配角总是拖后腿，不仅总幻想自己是主角，还在关键时刻需要我去救援他[脱单doge]",剧情 设计 主角 勇者 形象 金发 配角 拖后腿 幻想 主角 关键时刻 救援 单,原神_散兵_主角,[0.70036588 0.29963412]
这个真假勇者剧情是跟周洪滨小松取经的吗，深得偷星九月天真传啊,真假 勇者 剧情 天真,剧情_摄像头_角色,[0.49934598 0.50065402]
"你对散兵进行了评价对吗？我个人觉得散兵他的遭遇非常复杂和悲惨。遭到三度背叛

被雷神抛弃

在踏鞴砂的成长

博士假扮成商人给踏鞴砂的工匠们送去了一台治炼矿石的装置，利用透支生命的邪恶力量提升工作效率。散兵连夜划船到天守阁寻求雷神的帮助，但发现雷神已经在靠人偶治理稻妻，而他的亲朋好友都已逃离。最终，散兵在烧毁掉十根手指后，成功阻止了灾难，但感到自己遭到了遗弃和背叛。

黑化和复仇。经历各种打击后，散兵彻底黑化，选择加入愚人众向稻妻复仇。直到被旅行者打败后，他从世界树中得知真相，原来踏鞴砂的人们从来就没有逃走，也没有背叛散兵，因为他们都死在了博士的手中。最终，散兵利用世界树的功能，牺牲了自己，并抹除了所有人有关他的记忆，并且我认为流浪者是一个极其需要尊重的老角色，因为他在原神存在的这四年内，给这个游戏带来了巨大的热度，如果没有阿散，原神可能就没有今天，所以原神应该是原神全体玩家尊重的对象，流浪者不但制作精良，而且特别需要操作的手法，如果等级没有60级玩这个角色就不能发挥他的实力，一但不能完全发挥实力，这个角色就是无比鸡肋的角色，此时需要的就是补足设定的剧情来弥补对这个角色的强度不足，当技术大成时即可打出号称游戏最需要操作的玩法，人们都称为aa重aa重q。这个忍者真的没有你们想的那么简单，不仅仅是在深渊中，在剧情中阿散也是一个充满善心的傲娇，虽然没给神里兄妹和万叶一个完整的童年，不过他在稻妻里，在愚人众中，在须弥教令院，都是耀眼的新星，就和深渊中需要操作的久世浮卿一样，绿色散光，你抓不住

正机之神难藏泪 你们不许骂散兵，散兵都原谅你们了，你们还想让他怎么样？看了，基本在尬黑，我们原神，作为国内二游市场的巅峰之作，无数二次元宅男宅女的命根子，更有忠诚的卫兵誓死捍卫，且我并不认为剧情有什么问题，建模也是一顶一的水准，比隔壁当皇帝的那个好了不知道多少，都是在尬黑，原神的前途一直是不可估量的，还没有入坑的朋友，听我的，抓紧时间入坑，??但是，新手前期坐牢，号养成慢怎么办？抽不到强力的五星角色怎么办？没有高练度怎么办？唉！???我这刚好有个成品号，60级满探索，深渊次次满星，价格可谈",散兵 评价 个人 散兵 遭遇 雷神 砂 博士 成 商人 砂 工匠 矿石 装置 利用 生命 力量 工作效率 散兵 人偶 稻妻 散兵 手指 灾难 黑化 经历 散兵 黑化 愚人 众向 稻妻 旅行者 世界 砂 人们 散兵 博士 散兵 利用 世界 功能 所有人 有关 记忆 流浪者 老 角色 原神 内 游戏 热度 原神 原神 原神 全体 玩家 对象 流浪者 制作 手法 角色 实力 实力 角色 鸡肋 角色 剧情 角色 强度 技术 时 游戏 玩法 人们 重 重 忍者 剧情 善心 神 兄妹 稻妻 愚人 教令 院 新星 绿色 散光 正机 神 泪 散兵 散兵 基本 原神 游 市场 巅峰 作 宅女 命根子 卫兵 誓死捍卫 剧情 问题 建模 水准 皇帝 原神 前途 坑 朋友 坑 新手 强力 五星 角色 高练度 成品 满星 价格,原神_散兵_主角,[0.62201434 0.37798566]
这是策划好心的在纳塔开启前提醒玩家，你只是个摄像头哦[doge],策划 好心 玩家 摄像头,剧情_摄像头_角色,[0.3737211 0.6262789]
黑醋，那晚的摄像头当爽了吧？都睡膝枕了咱们也是吃好了??。什么？你说没有参与感？没当勇者？是啊帽不好听吗????？都让你出场了要求怎么那么多呢？????,醋 摄像头 参与感 勇者 帽 出场,原神_散兵_主角,[0.5000029 0.4999971]
我感觉黄毛这一集演的像坨??，大家都嫌弃他像一条死狗一样[笑哭],感觉 大家 狗,剧情_摄像头_角色,[0.16734578 0.83265422]
"文案是这样的，鸣潮只要想好鸣人鸣言就够了

米桑想怎么恶心主控考虑的可就多了??",文案 鸣潮 恶心,剧情_摄像头_角色,[0.38169225 0.61830775]
@东方寒兔 @希维尔猹 建议看个原神优质二创冷静一下,建议 原神 优质 创,原神_散兵_主角,[0.50409631 0.49590369]
我好像记得老早之前就有人说散兵把阿贝多的戏份偷了,散兵 戏份,原神_散兵_主角,[0.74989975 0.25010025]
但是我们的双少女啊，没问题我们的双少女啊没人可以碰我们的双少女啊，我们的双少女还在输出啊，原神的第六手准备永远是这两个双少女啊，第三个来了第三个来了啊娜维娅来了对吧，三姐妹我们仨，保住三姐妹，保住我们姐仨对吧，旅行者你能吃得住这三姐妹的伤害吗，哎??冫来了tp了，要小心??冫背刺，而且旅行者要被他直接这个摘桃子了啊，这下这个勇者的头衔也被他续上了，而且旅行者想走也走不了，原神已经卸载不了了，b站能够开喷换一个吗，好像也换不了，被捂嘴了哎呀??冫的这一次入场太致命了，哇×2,双 少女 问题 双 少女 人 双 少女 双 少女 原神 手 双 少女 姐妹 我们仨 姐妹 姐 旅行者 姐妹 小心 旅行者 桃子 勇者 头衔 旅行者 原神 入场,原神_散兵_主角,[0.94986351 0.05013649]
现在看原神剧情纯纯看乐子了,原神 剧情 乐子,剧情_摄像头_角色,[0.37660331 0.62339669]
阳光开朗大黄毛[笑哭],,未知,[0.5 0.5]
"BV12W421X7xK

邀您共赏，赛博邪教！[滑稽]",邪教,未知,[0.5 0.5]
黄毛路过，触发任务！《帮忙推一下》??????????,任务,剧情_摄像头_角色,[0.25162284 0.74837716]
妮露就是笑标志啊,标志,未知,[0.5 0.5]
最近节奏真多啊，只能希望原神策划不要被这些节奏带偏，安心做自己想做的，我觉得原神现在的设计完全没有问题，很好，非常好，简直是蒸蒸日上??????。这次还有我最最最喜欢的妮~~露~??????和帅气强大的阿帽哥哥??????，哇，还可以嗑cp，太甜了，太感动了??????。谢谢你策划，在看了，不，瞻仰了新剧情，我感觉自己以前的价值观简直不是个人??????。对不起，我现在改还能拥有纯洁而善良的灵魂吗??????？我真的知道错了??????。最后，无条件支持原神策划的一切决定??????。（此评论疑似由AI水军合成，请注意甄别??????）,节奏 原神 策划 节奏 原神 设计 问题 妮 帅气 阿帽 策划 剧情 感觉 价值观 个人 灵魂 原神 策划 评论 水军,原神_散兵_主角,[0.62746955 0.37253045]
强烈要求把最后唱歌那段精剪再单独发出来，肯定能火[吃瓜][吃瓜][吃瓜],唱歌 能火 瓜 瓜 瓜,未知,[0.5 0.5]
这剧情怎么不好太好了，以后多出，就这么出下一个剧情就这么出，好看爱看。,剧情 剧情,剧情_摄像头_角色,[0.16673379 0.83326621]
这次剧情确实不错很多乐子看得是真的开心,剧情 乐子,剧情_摄像头_角色,[0.16712751 0.83287249]
打开游戏之前记得给?跌磕几个，不然不配进游戏[笑哭],游戏 游戏,剧情_摄像头_角色,[0.1668848 0.8331152]
（打嗝声）有点……吃撑了，赶紧看新剧情消化消化……[tv_呕吐]……啊…………好受多了[鼓掌]真不愧是世界级剧情[支持],声 有点 剧情 消化 消化 世界级 剧情,剧情_摄像头_角色,[0.12512644 0.87487356]
"诶，我有一个提议，官方这么希望玩家当一个阅读者见证者，这没问题，毕竟我也读小说，读小说毕竟也就是个见证者嘛。但是你能不能加一个剧情跳过呢？因为读小说遇到不喜欢的章节我可以跳过去。

顺便再加一个自动战斗吧，因为我读小说的时候不需要跑来跑去，不需要打怪，只需要一只手拿着手机就行。

至于角色吗也应该白送给我们，因为读小说没有需要抽角色，然后才能让角色在书中出现的。

至于圣遗物之类的应该直接送一套最好的给我们，因为小说中的主角会自己寻找神兵利器，不需要读者来刷出来。

照我上面说的这样，玩家就符合一个见证者了，因为见证者只负责见证，你不能要求我们跑东跑西费半天劲，浪费大量的时间和精力，然后没有一点参与感，只见证吧。",官方 玩家 阅读者 见证者 问题 小说 小说 见证者 剧情 小说 章节 自动 战斗 小说 时候 手机 角色 小说 角色 角色 书 遗物 小说 主角 神兵 利器 读者 玩家 见证者 见证者 西费 劲 浪费 大量 时间 精力 参与感,剧情_摄像头_角色,[0.42910657 0.57089343]
正在吃宵夜，发现黑椒糖下饭系列又更新了[嗑瓜子],黑椒,原神_散兵_主角,[0.74773847 0.25226153]
"妮露皮肤差点就买了，但是看到活动图里故意小比例藏后边的伞就预料到了。

洗白的方式是用拐其他角色蹭好感度就很有开创性。然而老鼠屎只会让整锅汤变臭。下一个倒霉的角色是谁呢，策划会选谁当后妈呢",皮肤 差点 活动 比例 伞 方式 拐 角色 开创性 老鼠屎 整 锅汤 变臭 角色 策划 后妈,剧情_摄像头_角色,[0.46441247 0.53558753]
尊重官方一创,官方 创,未知,[0.5 0.5]
今天下午推完的活动剧情…………只感觉，主角是真容易睡啊，这剧情都睡了多少次了。[笑哭],活动 剧情 感觉 主角 剧情,剧情_摄像头_角色,[0.27217006 0.72782994]
挺喜欢这种剧情的，希望以后多来点[打call],剧情,剧情_摄像头_角色,[0.25009805 0.74990195]
就算是日漫里也是，辛苦你作为见证者麻烦你作为见证者或者为了赎罪做见证者，这里面怎么还挺骄傲的[吃瓜],见证者 见证者 赎罪 见证者 瓜,原神_散兵_主角,[0.87455114 0.12544886]
无敌了，唯酢真的是天才哈哈哈哈哈[打call],天才,未知,[0.5 0.5]
退游了再看，真是太快乐了哈哈哈哈哈哈哈[大笑][大笑][大笑],,未知,[0.5 0.5]
兄弟们，理性讨论，来排个名吧，你们个人认为，个人认为，个人认为的二游主角和米游主角战斗力排名，如何[吃瓜],兄弟 理性 个人 个人 个人 二游 主角 游 主角 战斗力 瓜,原神_散兵_主角,[0.87487528 0.12512472]
"生于稻妻却屠村，可称罪犯；

战败须弥而被擒，可称战俘；

受任而脱逃至东，可称叛徒；

雷神赐名为国崩，是为一姓；

丹羽捡回称倾奇，是为二姓；

冰神令其任散兵，是为三姓；

自号七叶秘密主，是为四姓；

旅者败之起新名，是为五姓；

阿帽跟随智慧主，是为六姓。

三度背叛，六姓家奴，稻妻罪犯，须弥战俘，至东叛徒，不忠不义，不仁不孝。还有何面目自称“不可被定义”？还有何面目被称为拥有“高洁而善良的灵魂”？",稻妻 村 罪犯 战败 战俘 叛徒 国崩 倾奇 二姓 冰神 散兵 三姓 自号 秘密 四姓 旅者 五姓 家奴 稻妻 罪犯 战俘 叛徒 定义 灵魂,原神_散兵_主角,[0.89971939 0.10028061]
這劇情好比吃飯吃到一半，突然有人翻開覆蓋的陷阱卡把我吃下去的飯全變成石，打了白工還要被噁心，關鍵是還吐不了，已經吃下去了????,劇情 飯 陷阱 卡 飯 石 白工 心 關鍵,未知,[0.5 0.5]
阳光开朗摄像头！[吃瓜][嗑瓜子][响指],摄像头 瓜 响指,剧情_摄像头_角色,[0.25023129 0.74976871]
"这个开头让我想到一个广告：

开一局吗？开就开！黄毛全场保护，为爱尽情奔赴！",广告 全场 爱,未知,[0.5 0.5]
阳光开朗，大男孩能单出一个视频吗？每天溜一遍,男孩 能单 视频,剧情_摄像头_角色,[0.4997106 0.5002894]
作为搞笑剧情它成功逗我笑了,剧情,剧情_摄像头_角色,[0.25009805 0.74990195]
“异世界开朗摄像头”,世界 摄像头,剧情_摄像头_角色,[0.40237696 0.59762304]
这游戏就是提瓦特聚会，天理把旅行者留下来不让走的原因不为别的，今晚全场消费，由旅公子买单,游戏 聚会 天理 旅行者 原因 全场 消费 旅 公子 买单,原神_散兵_主角,[0.50064321 0.49935679]
成品号来一个啊 这不入坑？？,成品 坑,剧情_摄像头_角色,[0.2507062 0.7492938]
[doge]其实勇者这个位置，大部分自机角色和部分虽然长得一样但有名字的NPC都很合适，结果....,勇者 机 角色 部分 名字 结果,原神_散兵_主角,[0.62562501 0.37437499]
很喜欢一句话 让阿克尚把散步杀了 至少复活大半个稻妻,话 散步 复活 稻妻,原神_散兵_主角,[0.74918566 0.25081434]
你们是不是对黄毛有什么误解？玩家只不过是黄毛随身摄像头，玩家连黄毛都不是！怎么你不服气？那你去重温黄毛在须弥他人记忆里兄妹重逢的剧情，如果非要说黄毛是玩家，那我只能说玩家是不是黄毛处于一种是与否的叠加态。[滑稽]那么问题来了玩家什么时候才是黄毛呢？[滑稽]你要问我是玩家还是黄毛，那我只能告诉你我是玩家，但我是至高意志位格的玩家，厂商需要向我证明它的价值，他的信仰是否纯粹是否忠诚。我可不是那群龟龟位格玩家。[滑稽]为什么关注米游？我至高意志过来看乐子不行？还是说我需要向厂商这种需要向我证明他的信仰是否纯粹是否忠诚的货色，证明我身为至高意志自身的价值？还是说需要像龟龟位格玩家一样跪舔厂商？拜托位格都不是一个层次的，我什么位格？他什么位格？[滑稽],玩家 摄像头 玩家 重温 记忆里 兄妹 剧情 玩家 玩家 态 问题 玩家 时候 玩家 玩家 意志 位格 玩家 厂商 证明 价值 信仰 龟 龟 位格 玩家 游 意志 乐子 厂商 证明 信仰 货色 证明 意志 价值 龟 龟 位格 玩家 厂商 位格 位格 位格,剧情_摄像头_角色,[0.06408786 0.93591214]
流浪者就是旅行者，旅行者就是流浪者，流浪者当了勇者就是旅行者当了勇者，都是机会,流浪者 旅行者 旅行者 流浪者 流浪者 勇者 旅行者 勇者 机会,原神_散兵_主角,[0.91659583 0.08340417]
看似无厘头 实际有隐射，真正的世界级。[吃瓜],实际 世界级 瓜,剧情_摄像头_角色,[0.25053997 0.74946003]
作为一款rpg的游戏，剧情里却让玩家扮演的角色是摄像头，再加上最近zzz的游戏性争议，可以看出来米其实从原开始后面的游戏开发中设计产品的重心就是商品性而不是游戏性了，或者说在游戏性设计上过于保守了，所以之后的星穹铁道和zzz都没有像原的元素反应这种独特的设计，但是米家三件套却一直保留了下来，大差不差，因为它们在商品性方面确实好用，能拉流水能拉用户时长。原汁原味，但很可惜，却不是形容在游戏性中好的方面。,游戏 剧情 角色 摄像头 游戏性 争议 原 游戏 设计 产品 商品性 游戏性 游戏性 设计 星穹 铁道 元素 反应 设计 三件套 商品性 方面 流水 用户 时 原汁原味 形容 游戏性 方面,剧情_摄像头_角色,[0.20945006 0.79054994]
阿！（突然破音）帽,破音,未知,[0.5 0.5]
跳转36:36[脱单doge],单,未知,[0.5 0.5]
最难绷的是AI字幕也是xg，机哥都懂剧情不行[脱单doge],字幕 机哥 剧情 单,剧情_摄像头_角色,[0.25009805 0.74990195]
"牢记两个擅自，一个美德

永远支持米下大棋[吃瓜]",牢记 大棋 瓜,未知,[0.5 0.5]
作为一个保守派，我觉得激进派太保守了[脱单doge],激进派 单,未知,[0.5 0.5]
头一次觉得老角色不参与活动这么好，至少不会破坏我对堂主的喜爱[doge],头 角色 活动 堂主,剧情_摄像头_角色,[0.18083977 0.81916023]
阳光开朗大男孩的含金量还在提高[笑哭][笑哭][笑哭]甚至角色都对上了，好活,男孩 含金量 角色 活,剧情_摄像头_角色,[0.49926149 0.50073851]
宇宙级剧情，从小就接受米桑高质量剧情的有福了,宇宙 剧情 高质量 剧情,剧情_摄像头_角色,[0.16673379 0.83326621]
瑝珑收留伤心旅行者,伤心 旅行者,原神_散兵_主角,[0.74981183 0.25018817]
五种元素力你给头猪它都能变五灵王,元素 力 头 猪,原神_散兵_主角,[0.7494704 0.2505296]
最后真是绝杀！天才！,天才,未知,[0.5 0.5]
挺好的呀，现在还能给我带来乐子,乐子,剧情_摄像头_角色,[0.25125586 0.74874414]
看我我只想说，敬！请！见！证！！！[大笑],证,未知,[0.5 0.5]
前些天突然听到吧内讨论关于4.8新活动的事，只听他们说些什么“摄像头、散兵夫人、杀人犯勇者”一类不知所云的话，仔细询问过后，才知道这又不过是友商想出的可笑计谋罢了，就先说这个所谓的“散兵夫人”，就已经让我贻笑大方了，我从活动一开始看见妮怒抱主角时，就已经知道这个妮怒道德之败坏，素质之低下，一个正常的、学习过三从四德的女人会在还未出嫁前，就和其他男人做出暧昧动作吗？但想到她是个舞女，瞬间打消了我的疑虑，大家都知道舞女是什么吧？你说她没和客人做过某种交易，我是不信的，这也是为什么我认为说她是散兵夫人的人可笑了，一个鸡，哦不，舞女怎么配和高贵的须弥总统“干儿子”产生交集呢？人家想玩有大把大把的良家赶着去送，需要和你一个舞女苟合？在说“杀人犯勇者”为什么会有人要求一个“勇者”的品德高尚？勇者是什么？“有勇气的人”即勇者，古有荆轲，近有山上，他们是勇者，甚至说监狱里随便找个死刑犯都可以说是勇者，而散兵杀人反而印证了他配得上勇者这个身份，最后就是摄像头了，这是最令我不解的了，主角就是“见证者”啊，就是摄像头啊，从一开始就是这样啊？友商为什么要拿这个来带节奏？有没有一种可能我们原神玩家就喜欢当见证者，如果你不喜欢当见证者，那么我请你离开原神，喜欢ml后宫的去投入西山居怀抱吧，喜欢龙傲天不摄像头的去明朝吧，不欢迎嗑CP，嗑CP可以去明日方舟，总之原神不欠你什么【图片】,内 活动 事 摄像头 散兵 夫人 勇者 友商 计谋 散兵 夫人 活动 妮怒 主角 时 妮怒 素质 女人 男人 动作 舞女 大家 舞女 客人 交易 散兵 夫人 人 鸡 舞女 总统 干儿子 产生 人家 良家 舞女 勇者 勇者 品德高尚 勇者 勇气 人 勇者 勇者 监狱 勇者 散兵 杀人 勇者 身份 摄像头 主角 见证者 摄像头 友商 节奏 原神 玩家 见证者 见证者 原神 后宫 摄像头 方舟 原神 图片,原神_散兵_主角,[0.66254796 0.33745204]
哈哈哈哈保住我们仨，看一次笑一次,我们仨,未知,[0.5 0.5]
